Service,Method,Path,Group,Назначение,Auth,Input,Output,Где используется
admin_ui,GET,/api/dashboard/recruiter-performance,analytics,Api Dashboard Recruiter Performance,session cookie or bearer token,"params: from(query:schema), to(query:schema), city(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_dashboard_recruiter_performance; frontend:frontend/app/src/api/services/dashboard.ts
admin_ui,GET,/api/dashboard/summary,analytics,Api Dashboard Summary,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_dashboard_summary; frontend:frontend/app/src/api/services/dashboard.ts
admin_ui,GET,/api/detailization,other,Api Detailization List,session cookie or bearer token,"params: date_from(query:schema), date_to(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.detailization:api_detailization_list; frontend:frontend/app/src/app/routes/app/detailization.tsx
admin_ui,POST,/api/detailization,other,Api Detailization Create,session cookie or bearer token + CSRF,body: application/json:DetailizationCreatePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.detailization:api_detailization_create; frontend:frontend/app/src/app/routes/app/detailization.tsx
admin_ui,GET,/api/detailization/export.csv,other,Api Detailization Export,session cookie or bearer token,"params: date_from(query:schema), date_to(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.detailization:api_detailization_export
admin_ui,DELETE,/api/detailization/{entry_id},other,Api Detailization Delete,session cookie or bearer token + CSRF,params: entry_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.detailization:api_detailization_delete; frontend:frontend/app/src/app/routes/app/detailization.tsx
admin_ui,PATCH,/api/detailization/{entry_id},other,Api Detailization Update,session cookie or bearer token + CSRF,params: entry_id(path:integer); body: application/json:DetailizationUpdatePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.detailization:api_detailization_update; frontend:frontend/app/src/app/routes/app/detailization.tsx
admin_ui,GET,/api/health,analytics,Api Health,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_health; frontend:frontend/app/src/api/services/system.ts
admin_ui,POST,/api/hh-integration/webhooks/{webhook_key},webhooks,Receive Hh Webhook,webhook_key in path,params: webhook_key(path:string),200: application/json:none,backend:backend.apps.hh_integration_webhooks:receive_hh_webhook
admin_ui,GET,/api/integrations/hh/candidates/{candidate_id}/actions,integrations,Get Hh Candidate Actions,session cookie or bearer token,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:get_hh_candidate_actions
admin_ui,POST,/api/integrations/hh/candidates/{candidate_id}/actions/{action_id},integrations,Execute Hh Candidate Action,session cookie or bearer token + CSRF,"params: candidate_id(path:integer), action_id(path:string); body: application/json:HHActionExecuteRequest",200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:execute_hh_candidate_action
admin_ui,GET,/api/integrations/hh/connection,integrations,Get Hh Connection,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:get_hh_connection; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,POST,/api/integrations/hh/import/negotiations,integrations,Import Hh Negotiations Route,session cookie or bearer token + CSRF,"params: vacancy_id(query:schema), fetch_resume_details(query:boolean)",200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:import_hh_negotiations_route
admin_ui,POST,/api/integrations/hh/import/vacancies,vacancies,Import Hh Vacancies Route,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:import_hh_vacancies_route; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,GET,/api/integrations/hh/jobs,integrations,Get Hh Sync Jobs,session cookie or bearer token,"params: limit(query:integer), status(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:get_hh_sync_jobs; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,POST,/api/integrations/hh/jobs/import/negotiations,integrations,Enqueue Hh Negotiations Import Job,session cookie or bearer token + CSRF,"params: vacancy_id(query:schema), fetch_resume_details(query:boolean)",200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:enqueue_hh_negotiations_import_job
admin_ui,POST,/api/integrations/hh/jobs/import/vacancies,vacancies,Enqueue Hh Vacancies Import Job,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:enqueue_hh_vacancies_import_job; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,POST,/api/integrations/hh/jobs/{job_id}/retry,integrations,Retry Hh Job,session cookie or bearer token + CSRF,params: job_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:retry_hh_job; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,GET,/api/integrations/hh/oauth/authorize,integrations,Get Hh Authorize Url,session cookie or bearer token,params: return_to(query:schema),200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:get_hh_authorize_url
admin_ui,GET,/api/integrations/hh/oauth/callback,integrations,Hh Oauth Callback,session cookie or bearer token,"params: code(query:schema), state(query:schema), error(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:hh_oauth_callback
admin_ui,POST,/api/integrations/hh/oauth/refresh,integrations,Refresh Hh Connection Tokens,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:refresh_hh_connection_tokens; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,GET,/api/integrations/hh/webhooks,integrations,List Hh Webhooks,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:list_hh_webhooks; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,POST,/api/integrations/hh/webhooks/register,webhooks,Register Hh Webhooks,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.hh_integration:register_hh_webhooks; frontend:frontend/app/src/api/services/hh-integration.ts
admin_ui,GET,/api/kb/documents,other,Api Kb Documents List,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.knowledge_base:api_kb_documents_list; frontend:frontend/app/src/app/routes/app/copilot.tsx
admin_ui,POST,/api/kb/documents,other,Api Kb Document Create,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.knowledge_base:api_kb_document_create; frontend:frontend/app/src/app/routes/app/copilot.tsx
admin_ui,DELETE,/api/kb/documents/{document_id},other,Api Kb Document Delete,session cookie or bearer token + CSRF,params: document_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.knowledge_base:api_kb_document_delete; frontend:frontend/app/src/app/routes/app/copilot.tsx
admin_ui,GET,/api/kb/documents/{document_id},other,Api Kb Document Get,session cookie or bearer token,params: document_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.knowledge_base:api_kb_document_get; frontend:frontend/app/src/app/routes/app/copilot.tsx
admin_ui,PUT,/api/kb/documents/{document_id},other,Api Kb Document Update,session cookie or bearer token + CSRF,params: document_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.knowledge_base:api_kb_document_update; frontend:frontend/app/src/app/routes/app/copilot.tsx
admin_ui,POST,/api/kb/documents/{document_id}/reindex,other,Api Kb Document Reindex,session cookie or bearer token + CSRF,params: document_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.knowledge_base:api_kb_document_reindex; frontend:frontend/app/src/app/routes/app/copilot.tsx
admin_ui,GET,/api/kpis/current,analytics,Api Weekly Kpis,session cookie or bearer token,"params: company_tz(query:schema), recruiter(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_weekly_kpis; frontend:frontend/app/src/api/services/profile.ts
admin_ui,GET,/api/kpis/history,analytics,Api Weekly History,session cookie or bearer token,"params: limit(query:integer), offset(query:integer)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_weekly_history
admin_ui,GET,/api/message-templates,messages,Api Message Templates,session cookie or bearer token,"params: city(query:schema), key(query:schema), channel(query:schema), status(query:schema)",200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_message_templates; frontend:frontend/app/src/app/routes/app/message-templates.tsx, frontend/app/src/app/routes/app/template-list.tsx"
admin_ui,POST,/api/message-templates,messages,Api Create Message Template,session cookie or bearer token + CSRF,none,201: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_create_message_template; frontend:frontend/app/src/app/routes/app/message-templates.tsx, frontend/app/src/app/routes/app/template-list.tsx"
admin_ui,GET,/api/message-templates/context-keys,messages,Api Message Template Context Keys,session cookie or bearer token,none,200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_message_template_context_keys; frontend:frontend/app/src/app/routes/app/message-templates.tsx, frontend/app/src/app/routes/app/template-edit.tsx"
admin_ui,POST,/api/message-templates/preview,messages,Api Message Template Preview,session cookie or bearer token + CSRF,none,200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_message_template_preview; frontend:frontend/app/src/app/routes/app/message-templates.tsx, frontend/app/src/app/routes/app/template-edit.tsx"
admin_ui,DELETE,/api/message-templates/{template_id},messages,Api Delete Message Template,session cookie or bearer token + CSRF,params: template_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_delete_message_template; frontend:frontend/app/src/app/routes/app/message-templates.tsx
admin_ui,PUT,/api/message-templates/{template_id},messages,Api Update Message Template,session cookie or bearer token + CSRF,params: template_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_update_message_template; frontend:frontend/app/src/app/routes/app/message-templates.tsx
admin_ui,GET,/api/message-templates/{template_id}/history,messages,Api Message Template History,session cookie or bearer token,params: template_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_message_template_history; frontend:frontend/app/src/app/routes/app/message-templates.tsx
admin_ui,GET,/api/notifications/feed,messages,Api Notifications Feed,session cookie or bearer token,"params: after_id(query:integer), limit(query:integer), status(query:schema), type(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_notifications_feed; frontend:frontend/app/src/api/services/system.ts
admin_ui,GET,/api/notifications/logs,messages,Api Notifications Logs,session cookie or bearer token,"params: after_id(query:integer), limit(query:integer), status(query:schema), type(query:schema), candidate_tg_id(query:schema), booking_id(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_notifications_logs; frontend:frontend/app/src/api/services/system.ts
admin_ui,POST,/api/notifications/{notification_id}/cancel,messages,Api Notifications Cancel,session cookie or bearer token + CSRF,params: notification_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_notifications_cancel; frontend:frontend/app/src/api/services/system.ts
admin_ui,POST,/api/notifications/{notification_id}/retry,messages,Api Notifications Retry,session cookie or bearer token + CSRF,params: notification_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_notifications_retry; frontend:frontend/app/src/api/services/system.ts
admin_ui,GET,/api/profile,other,Api Profile,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.profile_api:api_profile; frontend:frontend/app/src/api/services/profile.ts
admin_ui,DELETE,/api/profile/avatar,other,Api Profile Avatar Delete,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.profile_api:api_profile_avatar_delete; frontend:frontend/app/src/api/services/profile.ts
admin_ui,GET,/api/profile/avatar,other,Api Profile Avatar,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.profile_api:api_profile_avatar; frontend:frontend/app/src/api/services/profile.ts
admin_ui,POST,/api/profile/avatar,other,Api Profile Avatar Upload,session cookie or bearer token + CSRF,body: multipart/form-data:Body_api_profile_avatar_upload_api_profile_avatar_post,200: application/json:none,backend:backend.apps.admin_ui.routers.profile_api:api_profile_avatar_upload; frontend:frontend/app/src/api/services/profile.ts
admin_ui,POST,/api/profile/change-password,other,Api Profile Change Password,session cookie or bearer token + CSRF,body: application/json:ProfilePasswordChangePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.profile_api:api_profile_change_password; frontend:frontend/app/src/api/services/profile.ts
admin_ui,PATCH,/api/profile/settings,other,Api Profile Settings Update,session cookie or bearer token + CSRF,body: application/json:ProfileSettingsUpdatePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.profile_api:api_profile_settings_update; frontend:frontend/app/src/api/services/profile.ts
admin_ui,GET,/api/questions,other,Api Questions,session cookie or bearer token,none,200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_questions; frontend:frontend/app/src/api/services/system.ts, frontend/app/src/app/routes/app/question-new.tsx, frontend/app/src/app/routes/app/questions.tsx, frontend/app/src/app/routes/app/test-builder-graph.tsx, frontend/app/src/app/routes/app/test-builder.tsx"
admin_ui,POST,/api/questions,other,Api Question Create,session cookie or bearer token + CSRF,none,201: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_question_create; frontend:frontend/app/src/api/services/system.ts, frontend/app/src/app/routes/app/question-new.tsx, frontend/app/src/app/routes/app/questions.tsx, frontend/app/src/app/routes/app/test-builder-graph.tsx, frontend/app/src/app/routes/app/test-builder.tsx"
admin_ui,POST,/api/questions/reorder,other,Api Questions Reorder,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_questions_reorder; frontend:frontend/app/src/app/routes/app/test-builder.tsx
admin_ui,GET,/api/questions/{question_id},other,Api Question Detail,session cookie or bearer token,params: question_id(path:integer),200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_question_detail; frontend:frontend/app/src/app/routes/app/question-edit.tsx, frontend/app/src/app/routes/app/test-builder-graph.tsx, frontend/app/src/app/routes/app/test-builder.tsx"
admin_ui,PUT,/api/questions/{question_id},other,Api Question Update,session cookie or bearer token + CSRF,params: question_id(path:integer),200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_question_update; frontend:frontend/app/src/app/routes/app/question-edit.tsx, frontend/app/src/app/routes/app/test-builder-graph.tsx, frontend/app/src/app/routes/app/test-builder.tsx"
admin_ui,POST,/api/questions/{question_id}/clone,other,Api Question Clone,session cookie or bearer token + CSRF,params: question_id(path:integer),200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_question_clone; frontend:frontend/app/src/app/routes/app/questions.tsx, frontend/app/src/app/routes/app/test-builder.tsx"
admin_ui,GET,/api/recruiter-plan,other,Api Recruiter Plan,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_recruiter_plan
admin_ui,DELETE,/api/recruiter-plan/entries/{entry_id},other,Api Recruiter Plan Delete,session cookie or bearer token + CSRF,params: entry_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_recruiter_plan_delete
admin_ui,POST,/api/recruiter-plan/{city_id}/entries,other,Api Recruiter Plan Add,session cookie or bearer token + CSRF,params: city_id(path:integer); body: application/json:PlanEntryPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_recruiter_plan_add
admin_ui,GET,/api/recruiters,other,Api Recruiters,session cookie or bearer token,none,200: application/json:none,"backend:backend.apps.admin_ui.routers.directory:api_recruiters; frontend:frontend/app/src/api/services/dashboard.ts, frontend/app/src/app/routes/app/calendar.tsx, frontend/app/src/app/routes/app/candidate-new.tsx, frontend/app/src/app/routes/app/city-edit.tsx, frontend/app/src/app/routes/app/city-new.tsx"
admin_ui,POST,/api/recruiters,other,Api Create Recruiter,session cookie or bearer token + CSRF,none,201: application/json:none,"backend:backend.apps.admin_ui.routers.directory:api_create_recruiter; frontend:frontend/app/src/api/services/dashboard.ts, frontend/app/src/app/routes/app/calendar.tsx, frontend/app/src/app/routes/app/candidate-new.tsx, frontend/app/src/app/routes/app/city-edit.tsx, frontend/app/src/app/routes/app/city-new.tsx"
admin_ui,DELETE,/api/recruiters/{recruiter_id},other,Api Delete Recruiter,session cookie or bearer token + CSRF,params: recruiter_id(path:integer),200: application/json:none,"backend:backend.apps.admin_ui.routers.directory:api_delete_recruiter; frontend:frontend/app/src/app/routes/app/recruiter-edit.tsx, frontend/app/src/app/routes/app/recruiters.tsx"
admin_ui,GET,/api/recruiters/{recruiter_id},other,Api Recruiter Detail,session cookie or bearer token,params: recruiter_id(path:integer),200: application/json:none,"backend:backend.apps.admin_ui.routers.directory:api_recruiter_detail; frontend:frontend/app/src/app/routes/app/recruiter-edit.tsx, frontend/app/src/app/routes/app/recruiters.tsx"
admin_ui,PUT,/api/recruiters/{recruiter_id},other,Api Update Recruiter,session cookie or bearer token + CSRF,params: recruiter_id(path:integer),200: application/json:none,"backend:backend.apps.admin_ui.routers.directory:api_update_recruiter; frontend:frontend/app/src/app/routes/app/recruiter-edit.tsx, frontend/app/src/app/routes/app/recruiters.tsx"
admin_ui,POST,/api/recruiters/{recruiter_id}/reset-password,other,Api Reset Recruiter Password,session cookie or bearer token + CSRF,params: recruiter_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.directory:api_reset_recruiter_password; frontend:frontend/app/src/app/routes/app/recruiter-edit.tsx
admin_ui,POST,/api/simulator/runs,other,Simulator Create Run,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.simulator:simulator_create_run; frontend:frontend/app/src/app/routes/app/simulator.tsx
admin_ui,GET,/api/simulator/runs/{run_id},other,Simulator Get Run,session cookie or bearer token,params: run_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.simulator:simulator_get_run
admin_ui,GET,/api/simulator/runs/{run_id}/report,other,Simulator Get Report,session cookie or bearer token,params: run_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.simulator:simulator_get_report; frontend:frontend/app/src/app/routes/app/simulator.tsx
admin_ui,POST,/api/slot-assignments,scheduling,Api Create Slot Assignment,session cookie or bearer token + CSRF,body: application/json:SlotAssignmentCreateRequest,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments:api_create_slot_assignment
admin_ui,POST,/api/slot-assignments/{assignment_id}/approve-reschedule,scheduling,Api Approve Reschedule,session cookie or bearer token + CSRF,params: assignment_id(path:integer); body: application/json:RescheduleDecisionRequest,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments:api_approve_reschedule
admin_ui,POST,/api/slot-assignments/{assignment_id}/confirm,scheduling,Confirm Assignment,session cookie or bearer token + CSRF,params: assignment_id(path:integer); body: application/json:ActionPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments_api:confirm_assignment
admin_ui,POST,/api/slot-assignments/{assignment_id}/decline,scheduling,Decline Assignment,session cookie or bearer token + CSRF,params: assignment_id(path:integer); body: application/json:ActionPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments_api:decline_assignment
admin_ui,POST,/api/slot-assignments/{assignment_id}/decline-reschedule,scheduling,Api Decline Reschedule,session cookie or bearer token + CSRF,params: assignment_id(path:integer); body: application/json:RescheduleDecisionRequest,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments:api_decline_reschedule
admin_ui,POST,/api/slot-assignments/{assignment_id}/propose-alternative,scheduling,Api Propose Alternative,session cookie or bearer token + CSRF,params: assignment_id(path:integer); body: application/json:AlternativeProposalRequest,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments:api_propose_alternative
admin_ui,POST,/api/slot-assignments/{assignment_id}/repair,scheduling,Api Repair Slot Assignment,session cookie or bearer token + CSRF,params: assignment_id(path:integer); body: application/json:SchedulingRepairRequest,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments:api_repair_slot_assignment
admin_ui,POST,/api/slot-assignments/{assignment_id}/request-reschedule,scheduling,Request Reschedule,session cookie or bearer token + CSRF,params: assignment_id(path:integer); body: application/json:ReschedulePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slot_assignments_api:request_reschedule
admin_ui,GET,/api/slots,scheduling,Api Slots,session cookie or bearer token,"params: recruiter_id(query:schema), status(query:schema), limit(query:integer), sort_dir(query:string)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slots; frontend:frontend/app/src/api/services/slots.ts
admin_ui,POST,/api/slots/bulk,scheduling,Api Slots Bulk,session cookie or bearer token + CSRF,body: application/json:backend__apps__admin_ui__routers__api_misc__SlotsBulkPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slots_bulk; frontend:frontend/app/src/api/services/slots.ts
admin_ui,POST,/api/slots/bulk_create,scheduling,Api Slots Bulk Create,session cookie or bearer token + CSRF,body: application/json:SlotsBulkCreatePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slots_bulk_create; frontend:frontend/app/src/app/routes/app/slots-create.tsx
admin_ui,POST,/api/slots/manual-bookings,scheduling,Api Slots Manual Booking,session cookie or bearer token + CSRF,body: application/json:ManualSlotBookingPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slots_manual_booking; frontend:frontend/app/src/api/services/slots.ts
admin_ui,DELETE,/api/slots/{slot_id},scheduling,Api Slot Delete,session cookie or bearer token + CSRF,"params: slot_id(path:integer), force(query:boolean)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slot_delete; frontend:frontend/app/src/api/services/slots.ts
admin_ui,POST,/api/slots/{slot_id}/approve_booking,scheduling,Api Slot Approve,session cookie or bearer token + CSRF,params: slot_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slot_approve
admin_ui,POST,/api/slots/{slot_id}/book,scheduling,Api Slot Book,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:SlotBookPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slot_book
admin_ui,POST,/api/slots/{slot_id}/outcome,scheduling,Api Slot Outcome,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:SlotOutcomePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slot_outcome
admin_ui,POST,/api/slots/{slot_id}/propose,scheduling,Api Slot Propose,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:SlotProposePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slot_propose
admin_ui,POST,/api/slots/{slot_id}/reject_booking,scheduling,Api Slot Reject,session cookie or bearer token + CSRF,params: slot_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slot_reject; frontend:frontend/app/src/api/services/slots.ts
admin_ui,POST,/api/slots/{slot_id}/reschedule,scheduling,Api Slot Reschedule,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:SlotReschedulePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_slot_reschedule; frontend:frontend/app/src/api/services/slots.ts
admin_ui,GET,/api/staff/attachments/{attachment_id},other,Api Staff Attachment,session cookie or bearer token,params: attachment_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_attachment
admin_ui,POST,/api/staff/messages/{message_id}/candidate/accept,other,Api Staff Candidate Task Accept,session cookie or bearer token + CSRF,params: message_id(path:integer); body: application/json:StaffCandidateDecisionPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_candidate_task_accept
admin_ui,POST,/api/staff/messages/{message_id}/candidate/decline,other,Api Staff Candidate Task Decline,session cookie or bearer token + CSRF,params: message_id(path:integer); body: application/json:StaffCandidateDecisionPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_candidate_task_decline
admin_ui,GET,/api/staff/threads,other,Api Staff Threads,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_threads
admin_ui,POST,/api/staff/threads,other,Api Staff Threads Create,session cookie or bearer token + CSRF,body: application/json:StaffThreadCreatePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_threads_create
admin_ui,GET,/api/staff/threads/updates,other,Api Staff Threads Updates,session cookie or bearer token,"params: since(query:schema), timeout(query:integer)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_threads_updates
admin_ui,POST,/api/staff/threads/{thread_id}/candidate,other,Api Staff Candidate Task,session cookie or bearer token + CSRF,params: thread_id(path:integer); body: application/json:StaffCandidateTaskPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_candidate_task
