Service,Method,Path,Group,Назначение,Auth,Input,Output,Где используется
admin_ui,GET,/api/staff/threads/{thread_id}/members,other,Api Staff Thread Members,session cookie or bearer token,params: thread_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_thread_members
admin_ui,POST,/api/staff/threads/{thread_id}/members,other,Api Staff Thread Members Add,session cookie or bearer token + CSRF,params: thread_id(path:integer); body: application/json:StaffThreadMembersPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_thread_members_add
admin_ui,DELETE,/api/staff/threads/{thread_id}/members/{member_type}/{member_id},other,Api Staff Thread Member Remove,session cookie or bearer token + CSRF,"params: thread_id(path:integer), member_type(path:string), member_id(path:integer)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_thread_member_remove
admin_ui,GET,/api/staff/threads/{thread_id}/messages,other,Api Staff Messages,session cookie or bearer token,"params: thread_id(path:integer), limit(query:integer), before(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_messages
admin_ui,POST,/api/staff/threads/{thread_id}/messages,other,Api Staff Send Message,session cookie or bearer token + CSRF,params: thread_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_send_message
admin_ui,POST,/api/staff/threads/{thread_id}/read,other,Api Staff Mark Read,session cookie or bearer token + CSRF,params: thread_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_mark_read
admin_ui,GET,/api/staff/threads/{thread_id}/updates,other,Api Staff Messages Updates,session cookie or bearer token,"params: thread_id(path:integer), since(query:schema), timeout(query:integer)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_staff_messages_updates
admin_ui,GET,/api/system/messenger-health,messages,Api System Messenger Health,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_system_messenger_health; frontend:frontend/app/src/api/services/system.ts
admin_ui,POST,/api/system/messenger-health/{channel}/recover,messages,Api Recover Messenger Channel,session cookie or bearer token + CSRF,params: channel(path:string),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_recover_messenger_channel
admin_ui,GET,/api/template_keys,other,Api Template Keys,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_template_keys
admin_ui,GET,/api/template_presets,other,Api Template Presets,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_template_presets
admin_ui,POST,/api/templates,other,Api Template Create,session cookie or bearer token + CSRF,none,201: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_template_create; frontend:frontend/app/src/app/routes/app/template-new.tsx
admin_ui,GET,/api/templates/list,other,List Templates,session cookie or bearer token,none,200: application/json:none,"backend:backend.apps.admin_ui.routers.content_api:api_templates_list; frontend:frontend/app/src/app/routes/app/cities.tsx, frontend/app/src/app/routes/app/city-edit.tsx"
admin_ui,GET,/api/templates/list,other,List Templates,session cookie or bearer token,none,200: application/json:none,"backend:backend.apps.admin_ui.app:list_templates; frontend:frontend/app/src/app/routes/app/cities.tsx, frontend/app/src/app/routes/app/city-edit.tsx"
admin_ui,DELETE,/api/templates/{template_id:int},other,api_template_delete,session cookie or bearer token + CSRF,none,unknown,backend:backend.apps.admin_ui.routers.content_api:api_template_delete; frontend:frontend/app/src/app/routes/app/template-edit.tsx
admin_ui,GET,/api/templates/{template_id:int},other,api_template_detail,session cookie or bearer token,none,unknown,backend:backend.apps.admin_ui.routers.content_api:api_template_detail; frontend:frontend/app/src/app/routes/app/template-edit.tsx
admin_ui,PUT,/api/templates/{template_id:int},other,api_template_update,session cookie or bearer token + CSRF,none,unknown,backend:backend.apps.admin_ui.routers.content_api:api_template_update; frontend:frontend/app/src/app/routes/app/template-edit.tsx
admin_ui,GET,/api/test-builder/graph,other,Api Test Builder Graph,session cookie or bearer token,params: test_id(query:string),200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_test_builder_graph; frontend:frontend/app/src/app/routes/app/test-builder-graph.tsx
admin_ui,POST,/api/test-builder/graph/apply,other,Api Test Builder Graph Apply,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_test_builder_graph_apply; frontend:frontend/app/src/app/routes/app/test-builder-graph.tsx
admin_ui,POST,/api/test-builder/graph/preview,other,Api Test Builder Graph Preview,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.content_api:api_test_builder_graph_preview; frontend:frontend/app/src/app/routes/app/test-builder-graph.tsx
admin_ui,GET,/api/timezones,other,Api Timezones,session cookie or bearer token,none,200: application/json:none,"backend:backend.apps.admin_ui.routers.api_misc:api_timezones; frontend:frontend/app/src/api/services/profile.ts, frontend/app/src/app/routes/app/city-edit.tsx, frontend/app/src/app/routes/app/city-new.tsx, frontend/app/src/app/routes/app/recruiter-edit.tsx, frontend/app/src/app/routes/app/recruiter-new.tsx"
admin_ui,GET,/api/v1/admin/reschedule-requests,other,List Reschedule Requests,session cookie or bearer token,none,200: application/json:none,backend:backend.apps.admin_ui.routers.reschedule_requests:list_reschedule_requests
admin_ui,POST,/api/v1/admin/reschedule-requests/{request_id}/approve,other,Approve Reschedule Request,session cookie or bearer token + CSRF,params: request_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.reschedule_requests:approve_reschedule_request
admin_ui,POST,/api/v1/admin/reschedule-requests/{request_id}/propose-new,other,Propose New Time,session cookie or bearer token + CSRF,params: request_id(path:integer); body: application/json:NewProposalPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.reschedule_requests:propose_new_time
admin_ui,GET,/api/vacancies,vacancies,Api List Vacancies,session cookie or bearer token,params: city_id(query:schema),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_list_vacancies; frontend:frontend/app/src/app/routes/app/vacancies.tsx
admin_ui,POST,/api/vacancies,vacancies,Api Create Vacancy,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_create_vacancy; frontend:frontend/app/src/app/routes/app/vacancies.tsx
admin_ui,DELETE,/api/vacancies/{vacancy_id},vacancies,Api Delete Vacancy,session cookie or bearer token + CSRF,params: vacancy_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_delete_vacancy; frontend:frontend/app/src/app/routes/app/vacancies.tsx
admin_ui,PUT,/api/vacancies/{vacancy_id},vacancies,Api Update Vacancy,session cookie or bearer token + CSRF,params: vacancy_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_update_vacancy; frontend:frontend/app/src/app/routes/app/vacancies.tsx
admin_ui,GET,/api/vacancies/{vacancy_id}/questions/{test_id},vacancies,Api Get Vacancy Questions,session cookie or bearer token,"params: vacancy_id(path:integer), test_id(path:string)",200: application/json:none,backend:backend.apps.admin_ui.routers.api_misc:api_get_vacancy_questions
admin_ui,GET,/app,other,spa_index,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:spa_index
admin_ui,GET,/app/{path:path},other,spa_assets,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:spa_assets
admin_ui,GET,/apple-touch-icon-precomposed.png,other,apple_touch_icon_precomposed,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:apple_touch_icon_precomposed
admin_ui,GET,/apple-touch-icon.png,other,apple_touch_icon,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:apple_touch_icon
admin_ui,GET,/auth/login,auth,Login Form,public login endpoint,params: redirect_to(query:string),200: text/html:string,backend:backend.apps.admin_ui.routers.auth:login_form
admin_ui,POST,/auth/login,auth,Login,public login endpoint,body: application/x-www-form-urlencoded:Body_login_auth_login_post,200: application/json:none,backend:backend.apps.admin_ui.routers.auth:login
admin_ui,POST,/auth/logout,auth,Logout,session cookie,none,200: application/json:none,backend:backend.apps.admin_ui.routers.auth:logout
admin_ui,POST,/auth/token,auth,Login For Access Token,public login endpoint,body: application/x-www-form-urlencoded:Body_login_for_access_token_auth_token_post,200: application/json:none,backend:backend.apps.admin_ui.routers.auth:login_for_access_token
admin_ui,GET,/candidate,other,candidate_spa_index,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:candidate_spa_index
admin_ui,GET,/candidate/{path:path},other,candidate_spa_assets,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:candidate_spa_assets
admin_ui,GET,/candidates,candidates,Candidates List,session cookie or bearer token,"params: page(query:integer), per_page(query:integer), search(query:schema), city(query:schema), active(query:schema), rating(query:schema), has_tests(query:schema), has_messages(query:schema), stage(query:schema), status(query:schema), recruiter_id(query:schema), city_id(query:schema), date_from(query:schema), date_to(query:schema), test1_status(query:schema), test2_status(query:schema), sort(query:schema), sort_dir(query:schema), view(query:string), calendar_mode(query:string), pipeline(query:string)",200: text/html:string,backend:backend.apps.admin_ui.routers.candidates:candidates_list
admin_ui,POST,/candidates/create,candidates,Candidates Create,session cookie or bearer token + CSRF,body: application/x-www-form-urlencoded:Body_candidates_create_candidates_create_post,200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_create
admin_ui,POST,/candidates/delete-all,candidates,Candidates Delete All,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_delete_all
admin_ui,GET,/candidates/detailization,candidates,Candidates Detailization,session cookie or bearer token,"params: status(query:schema), search(query:schema), page(query:integer), per_page(query:integer)",200: text/html:string,backend:backend.apps.admin_ui.routers.candidates:candidates_detailization
admin_ui,GET,/candidates/new,candidates,Candidates New,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.candidates:candidates_new
admin_ui,GET,/candidates/{candidate_id},candidates,Candidates Detail,session cookie or bearer token,params: candidate_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.candidates:candidates_detail
admin_ui,POST,/candidates/{candidate_id}/actions/approve_upcoming_slot,candidates,Candidates Approve Upcoming Slot,session cookie or bearer token + CSRF,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_approve_upcoming_slot
admin_ui,POST,/candidates/{candidate_id}/actions/{action_key},candidates,Api Candidate Action,session cookie or bearer token + CSRF,"params: candidate_id(path:integer), action_key(path:string)",200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:api_candidate_action
admin_ui,POST,/candidates/{candidate_id}/actions/{action},candidates,Apply Action,session cookie or bearer token + CSRF,"params: candidate_id(path:integer), action(path:string)",200: application/json:none,backend:backend.apps.admin_ui.routers.workflow:apply_action
admin_ui,POST,/candidates/{candidate_id}/assign-city,candidates,Candidates Assign City,session cookie or bearer token + CSRF,params: candidate_id(path:integer); body: application/x-www-form-urlencoded:schema,200: text/html:string,backend:backend.apps.admin_ui.routers.candidates:candidates_assign_city
admin_ui,POST,/candidates/{candidate_id}/delete,candidates,Candidates Delete,session cookie or bearer token + CSRF,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_delete
admin_ui,POST,/candidates/{candidate_id}/interview-notes,candidates,Candidates Save Interview Notes,session cookie or bearer token + CSRF,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_save_interview_notes
admin_ui,GET,/candidates/{candidate_id}/interview-notes/download,candidates,Candidates Download Interview Notes,session cookie or bearer token,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_download_interview_notes
admin_ui,POST,/candidates/{candidate_id}/invite-token,candidates,Candidates Invite Token,session cookie or bearer token + CSRF,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_invite_token
admin_ui,GET,/candidates/{candidate_id}/reports/{report_key},candidates,Candidates Download Report,session cookie or bearer token,"params: candidate_id(path:integer), report_key(path:string)",200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_download_report
admin_ui,GET,/candidates/{candidate_id}/resend-test2,candidates,Candidates Resend Test2,session cookie or bearer token,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_resend_test2
admin_ui,GET,/candidates/{candidate_id}/schedule-intro-day,candidates,Candidates Schedule Intro Day Form,session cookie or bearer token,params: candidate_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.candidates:candidates_schedule_intro_day_form
admin_ui,POST,/candidates/{candidate_id}/schedule-intro-day,candidates,Candidates Schedule Intro Day Submit,session cookie or bearer token + CSRF,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_schedule_intro_day_submit
admin_ui,GET,/candidates/{candidate_id}/schedule-slot,candidates,Candidates Schedule Slot Form,session cookie or bearer token,params: candidate_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.candidates:candidates_schedule_slot_form
admin_ui,POST,/candidates/{candidate_id}/schedule-slot,candidates,Candidates Schedule Slot Submit,session cookie or bearer token + CSRF,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_schedule_slot_submit
admin_ui,POST,/candidates/{candidate_id}/slots/{slot_id}/approve,candidates,Candidates Approve Slot,session cookie or bearer token + CSRF,"params: candidate_id(path:integer), slot_id(path:integer)",200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_approve_slot
admin_ui,GET,/candidates/{candidate_id}/state,candidates,Get Candidate State,session cookie or bearer token,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.workflow:get_candidate_state
admin_ui,POST,/candidates/{candidate_id}/status,candidates,Candidates Set Status,session cookie or bearer token + CSRF,params: candidate_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_set_status
admin_ui,POST,/candidates/{candidate_id}/toggle,candidates,Candidates Toggle,session cookie or bearer token + CSRF,params: candidate_id(path:integer); body: application/x-www-form-urlencoded:schema,200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_toggle
admin_ui,POST,/candidates/{candidate_id}/update,candidates,Candidates Update,session cookie or bearer token + CSRF,params: candidate_id(path:integer); body: application/x-www-form-urlencoded:Body_candidates_update_candidates__candidate_id__update_post,200: application/json:none,backend:backend.apps.admin_ui.routers.candidates:candidates_update
admin_ui,GET,/cities,other,Cities List,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.cities:cities_list
admin_ui,POST,/cities/create,other,Cities Create,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.cities:cities_create
admin_ui,GET,/cities/new,other,Cities New,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.cities:cities_new
admin_ui,POST,/cities/{city_id}/delete,other,Cities Delete,session cookie or bearer token + CSRF,params: city_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.cities:cities_delete
admin_ui,GET,/cities/{city_id}/edit,other,Cities Edit Page,session cookie or bearer token,params: city_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.cities:cities_edit_page
admin_ui,POST,/cities/{city_id}/edit,other,Cities Edit Submit,session cookie or bearer token + CSRF,params: city_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.cities:cities_edit_submit
admin_ui,POST,/cities/{city_id}/owner,other,Update City Owner,session cookie or bearer token + CSRF,params: city_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.cities:update_city_owner
admin_ui,POST,/cities/{city_id}/settings,other,Update City Settings,session cookie or bearer token + CSRF,params: city_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.cities:update_city_settings
admin_ui,POST,/cities/{city_id}/status,other,Update City Status Api,session cookie or bearer token + CSRF,params: city_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.cities:update_city_status_api
admin_ui,GET,/dashboard,other,Dashboard Alias,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.dashboard:dashboard_alias
admin_ui,GET,/dashboard/funnel,other,Dashboard Funnel,session cookie or bearer token,"params: from(query:schema), to(query:schema), city(query:schema), recruiter(query:schema), source(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.dashboard:dashboard_funnel
admin_ui,GET,/dashboard/funnel/step,other,Dashboard Funnel Step,session cookie or bearer token,"params: step(query:string), from(query:schema), to(query:schema), city(query:schema), recruiter(query:schema), source(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.dashboard:dashboard_funnel_step
admin_ui,GET,/favicon.ico,other,favicon_redirect,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.system:favicon_redirect
admin_ui,GET,/health,analytics,health_check,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.system:health_check
admin_ui,GET,/health/bot,other,bot_health,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.system:bot_health
admin_ui,GET,/health/notifications,other,notifications_health,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.system:notifications_health
admin_ui,GET,/healthz,other,liveness_probe,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.system:liveness_probe
admin_ui,GET,/icons/{path:path},other,spa_icons,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:spa_icons
admin_ui,GET,/manifest.json,other,spa_manifest,none/implicit,none,unknown,backend:backend.apps.admin_ui.app:spa_manifest
admin_ui,GET,/message-templates,other,Message Templates List,session cookie or bearer token,"params: city(query:schema), key(query:schema), channel(query:schema), status(query:schema)",200: text/html:string,backend:backend.apps.admin_ui.routers.message_templates:message_templates_list
admin_ui,POST,/message-templates/create,other,Message Templates Create,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.message_templates:message_templates_create
admin_ui,GET,/message-templates/new,other,Message Templates New,session cookie or bearer token,params: copy_from(query:schema),200: text/html:string,backend:backend.apps.admin_ui.routers.message_templates:message_templates_new
admin_ui,POST,/message-templates/{template_id}/delete,other,Message Templates Delete,session cookie or bearer token + CSRF,params: template_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.message_templates:message_templates_delete
admin_ui,GET,/message-templates/{template_id}/edit,other,Message Templates Edit,session cookie or bearer token,params: template_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.message_templates:message_templates_edit
admin_ui,POST,/message-templates/{template_id}/update,other,Message Templates Update,session cookie or bearer token + CSRF,params: template_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.message_templates:message_templates_update
admin_ui,GET,/metrics,other,metrics,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.metrics:metrics
admin_ui,GET,/metrics/notifications,other,notifications_metrics,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.system:notifications_metrics
admin_ui,GET,/profile,other,profile,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.profile:profile
admin_ui,GET,/questions,other,Questions List,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.questions:questions_list
admin_ui,GET,/questions/{question_id}/edit,other,Questions Edit,session cookie or bearer token,params: question_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.questions:questions_edit
admin_ui,POST,/questions/{question_id}/update,other,Questions Update,session cookie or bearer token + CSRF,params: question_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.questions:questions_update
admin_ui,GET,/ready,other,readiness_probe,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.system:readiness_probe
admin_ui,GET,/recruiters,other,Recruiters List,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.recruiters:recruiters_list
admin_ui,POST,/recruiters/create,other,Recruiters Create,session cookie or bearer token + CSRF,none,200: application/json:none,backend:backend.apps.admin_ui.routers.recruiters:recruiters_create
admin_ui,GET,/recruiters/new,other,Recruiters New,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.recruiters:recruiters_new
admin_ui,POST,/recruiters/{rec_id}/delete,other,Recruiters Delete,session cookie or bearer token + CSRF,params: rec_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.recruiters:recruiters_delete
admin_ui,GET,/recruiters/{rec_id}/edit,other,Recruiters Edit,session cookie or bearer token,params: rec_id(path:integer),200: text/html:string,backend:backend.apps.admin_ui.routers.recruiters:recruiters_edit
admin_ui,POST,/recruiters/{rec_id}/update,other,Recruiters Update,session cookie or bearer token + CSRF,params: rec_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.recruiters:recruiters_update
admin_ui,GET,/rest/oauth2-credential/callback,other,hh_oauth_callback_compat,none/implicit,none,unknown,backend:backend.apps.admin_ui.routers.hh_integration:hh_oauth_callback_compat
admin_ui,GET,/slots,scheduling,Slots List,session cookie or bearer token,"params: recruiter_id(query:schema), status(query:schema), city_id(query:schema), page(query:integer), per_page(query:integer)",200: text/html:string,backend:backend.apps.admin_ui.routers.slots:slots_list
admin_ui,POST,/slots,scheduling,Slots Api Create,session cookie or bearer token + CSRF,body: application/json:SlotCreatePayload,201: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_api_create
admin_ui,POST,/slots/bulk,scheduling,Slots Bulk Action,session cookie or bearer token + CSRF,body: application/json:backend__apps__admin_ui__routers__slots__SlotsBulkPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_bulk_action
admin_ui,POST,/slots/bulk_create,scheduling,Slots Bulk Create,session cookie or bearer token + CSRF,body: application/x-www-form-urlencoded:Body_slots_bulk_create_slots_bulk_create_post,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_bulk_create
admin_ui,POST,/slots/create,scheduling,Slots Create,session cookie or bearer token + CSRF,body: application/x-www-form-urlencoded:schema,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_create
admin_ui,POST,/slots/delete_all,scheduling,Slots Delete All,session cookie or bearer token + CSRF,body: application/json:BulkDeletePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_delete_all
admin_ui,GET,/slots/new,scheduling,Slots New,session cookie or bearer token,none,200: text/html:string,backend:backend.apps.admin_ui.routers.slots:slots_new
admin_ui,DELETE,/slots/{slot_id},scheduling,Slots Delete,session cookie or bearer token + CSRF,"params: slot_id(path:integer), force(query:schema)",200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_delete
admin_ui,GET,/slots/{slot_id},scheduling,Slots Api Detail,session cookie or bearer token,params: slot_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_api_detail
admin_ui,PUT,/slots/{slot_id},scheduling,Slots Api Update,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:SlotUpdatePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_api_update
admin_ui,POST,/slots/{slot_id}/approve_booking,scheduling,Slots Approve Booking,session cookie or bearer token + CSRF,params: slot_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_approve_booking
admin_ui,POST,/slots/{slot_id}/book,scheduling,Slots Book Candidate,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:BookSlotPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_book_candidate
admin_ui,POST,/slots/{slot_id}/delete,scheduling,Slots Delete Form,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/x-www-form-urlencoded:schema,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_delete_form
admin_ui,POST,/slots/{slot_id}/outcome,scheduling,Slots Set Outcome,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:OutcomePayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_set_outcome
admin_ui,POST,/slots/{slot_id}/propose,scheduling,Slots Propose Candidate,session cookie or bearer token + CSRF,params: slot_id(path:integer); body: application/json:ProposeSlotPayload,200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_propose_candidate
admin_ui,POST,/slots/{slot_id}/reject_booking,scheduling,Slots Reject Booking,session cookie or bearer token + CSRF,params: slot_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_reject_booking
admin_ui,POST,/slots/{slot_id}/reschedule,scheduling,Slots Reschedule,session cookie or bearer token + CSRF,params: slot_id(path:integer),200: application/json:none,backend:backend.apps.admin_ui.routers.slots:slots_reschedule
